Time           PID            Old State      New State     
47458          1              READY          RUNNING

47559          1              RUNNING        READY

47560          3              READY          RUNNING

47661          3              RUNNING        READY

47662          5              READY          RUNNING

47763          5              RUNNING        READY

47764          2              READY          RUNNING

47865          2              RUNNING        READY

47866          4              READY          RUNNING

47967          4              RUNNING        READY

47968          1              READY          RUNNING

48069          1              RUNNING        READY

48070          3              READY          RUNNING

48171          3              RUNNING        READY

48172          5              READY          RUNNING

48273          5              RUNNING        READY

48274          2              READY          RUNNING

48375          2              RUNNING        READY

48376          4              READY          RUNNING

48477          4              RUNNING        READY

48478          1              READY          RUNNING

48579          1              RUNNING        READY

48580          3              READY          RUNNING

48681          3              RUNNING        READY

48682          5              READY          RUNNING

48783          5              RUNNING        READY

48784          2              READY          RUNNING

48885          2              RUNNING        READY

48886          4              READY          RUNNING

48987          4              RUNNING        READY

48988          1              READY          RUNNING

49089          1              RUNNING        READY

49090          3              READY          RUNNING

49191          3              RUNNING        READY

49192          5              READY          RUNNING

49293          5              RUNNING        READY

49294          2              READY          RUNNING

49395          2              RUNNING        READY

49396          4              READY          RUNNING

49497          4              RUNNING        READY

49498          1              READY          RUNNING

49599          1              RUNNING        READY

49600          3              READY          RUNNING

49701          3              RUNNING        READY

49702          5              READY          RUNNING

49803          5              RUNNING        READY

49804          2              READY          RUNNING

49905          2              RUNNING        READY

49906          4              READY          RUNNING

50007          4              RUNNING        READY

50008          1              READY          RUNNING

50109          1              RUNNING        READY

50110          3              READY          RUNNING

50171          3              RUNNING        WAITING

50172          5              READY          RUNNING

50273          5              RUNNING        READY

50274          2              READY          RUNNING

50375          2              RUNNING        READY

50376          4              READY          RUNNING

50477          4              RUNNING        READY

50478          1              READY          RUNNING

50579          1              RUNNING        READY

50580          5              READY          RUNNING

50681          5              RUNNING        READY

50682          2              READY          RUNNING

50783          2              RUNNING        READY

50784          4              READY          RUNNING

50885          4              RUNNING        READY

50886          1              READY          RUNNING

50987          1              RUNNING        READY

50988          5              READY          RUNNING

51089          5              RUNNING        READY

51090          2              READY          RUNNING

51171          3              WAITING        READY

51191          2              RUNNING        READY

51192          4              READY          RUNNING

51293          4              RUNNING        READY

51294          1              READY          RUNNING

51395          1              RUNNING        READY

51396          5              READY          RUNNING

51497          5              RUNNING        READY

51498          3              READY          RUNNING

51599          3              RUNNING        READY

51600          2              READY          RUNNING

51701          2              RUNNING        READY

51702          4              READY          RUNNING

51763          4              RUNNING        WAITING

51764          1              READY          RUNNING

51865          1              RUNNING        READY

51866          5              READY          RUNNING

51967          5              RUNNING        READY

51968          3              READY          RUNNING

52069          3              RUNNING        READY

52070          2              READY          RUNNING

52171          2              RUNNING        READY

52172          1              READY          RUNNING

52273          1              RUNNING        READY

52274          5              READY          RUNNING

52375          5              RUNNING        READY

52376          3              READY          RUNNING

52477          3              RUNNING        READY

52478          2              READY          RUNNING

52579          2              RUNNING        READY

52580          1              READY          RUNNING

52681          1              RUNNING        READY

52682          5              READY          RUNNING

52763          4              WAITING        READY

52783          5              RUNNING        READY

52784          3              READY          RUNNING

52885          3              RUNNING        READY

52886          2              READY          RUNNING

52987          2              RUNNING        READY

52988          1              READY          RUNNING

53089          1              RUNNING        READY

53090          4              READY          RUNNING

53191          4              RUNNING        READY

53192          5              READY          RUNNING

53293          5              RUNNING        READY

53294          3              READY          RUNNING

53395          3              RUNNING        READY

53396          2              READY          RUNNING

53497          2              RUNNING        READY

53498          1              READY          RUNNING

53599          1              RUNNING        READY

53600          4              READY          RUNNING

53701          4              RUNNING        READY

53702          5              READY          RUNNING

53803          5              RUNNING        READY

53804          3              READY          RUNNING

53905          3              RUNNING        READY

53906          2              READY          RUNNING

54007          2              RUNNING        READY

54008          1              READY          RUNNING

54109          1              RUNNING        READY

54110          4              READY          RUNNING

54211          4              RUNNING        READY

54212          5              READY          RUNNING

54313          5              RUNNING        READY

54314          3              READY          RUNNING

54415          3              RUNNING        READY

54416          2              READY          RUNNING

54517          2              RUNNING        READY

54518          1              READY          RUNNING

54619          1              RUNNING        READY

54620          4              READY          RUNNING

54721          4              RUNNING        READY

54722          5              READY          RUNNING

54823          5              RUNNING        READY

54824          3              READY          RUNNING

54925          3              RUNNING        READY

54926          2              READY          RUNNING

55027          2              RUNNING        READY

55028          1              READY          RUNNING

55129          1              RUNNING        READY

55130          4              READY          RUNNING

55231          4              RUNNING        READY

55232          5              READY          RUNNING

55333          5              RUNNING        READY

55334          3              READY          RUNNING

55435          3              RUNNING        READY

55436          2              READY          RUNNING

55537          2              RUNNING        READY

55538          1              READY          RUNNING

55639          1              RUNNING        READY

55640          4              READY          RUNNING

55741          4              RUNNING        READY

55742          5              READY          RUNNING

55843          5              RUNNING        READY

55844          3              READY          RUNNING

55945          3              RUNNING        READY

55946          2              READY          RUNNING

56017          2              RUNNING        TERMINATED

56018          1              READY          RUNNING

56119          1              RUNNING        READY

56120          4              READY          RUNNING

56221          4              RUNNING        READY

56222          5              READY          RUNNING

56283          5              RUNNING        WAITING

56284          3              READY          RUNNING

56385          3              RUNNING        READY

56386          1              READY          RUNNING

56487          1              RUNNING        READY

56488          4              READY          RUNNING

56589          4              RUNNING        READY

56590          3              READY          RUNNING

56691          3              RUNNING        READY

56692          1              READY          RUNNING

56793          1              RUNNING        READY

56794          4              READY          RUNNING

56895          4              RUNNING        READY

56896          3              READY          RUNNING

56997          3              RUNNING        READY

56998          1              READY          RUNNING

57099          1              RUNNING        READY

57100          4              READY          RUNNING

57201          4              RUNNING        READY

57202          3              READY          RUNNING

57283          5              WAITING        READY

57303          3              RUNNING        READY

57304          1              READY          RUNNING

57405          1              RUNNING        READY

57406          4              READY          RUNNING

57507          4              RUNNING        READY

57508          5              READY          RUNNING

57609          5              RUNNING        READY

57610          3              READY          RUNNING

57711          3              RUNNING        READY

57712          1              READY          RUNNING

57813          1              RUNNING        READY

57814          4              READY          RUNNING

57915          4              RUNNING        READY

57916          5              READY          RUNNING

58017          5              RUNNING        READY

58018          3              READY          RUNNING

58119          3              RUNNING        READY

58120          1              READY          RUNNING

58221          1              RUNNING        READY

58222          4              READY          RUNNING

58323          4              RUNNING        READY

58324          5              READY          RUNNING

58425          5              RUNNING        READY

58426          3              READY          RUNNING

58527          3              RUNNING        READY

58528          1              READY          RUNNING

58629          1              RUNNING        READY

58630          4              READY          RUNNING

58731          4              RUNNING        READY

58732          5              READY          RUNNING

58833          5              RUNNING        READY

58834          3              READY          RUNNING

58935          3              RUNNING        READY

58936          1              READY          RUNNING

59037          1              RUNNING        READY

59038          4              READY          RUNNING

59139          4              RUNNING        READY

59140          5              READY          RUNNING

59241          5              RUNNING        READY

59242          3              READY          RUNNING

59343          3              RUNNING        READY

59344          1              READY          RUNNING

59445          1              RUNNING        READY

59446          4              READY          RUNNING

59547          4              RUNNING        READY

59548          5              READY          RUNNING

59649          5              RUNNING        READY

59650          3              READY          RUNNING

59751          3              RUNNING        READY

59752          1              READY          RUNNING

59853          1              RUNNING        READY

59854          4              READY          RUNNING

59955          4              RUNNING        READY

59956          5              READY          RUNNING

60057          5              RUNNING        READY

60058          3              READY          RUNNING

60159          3              RUNNING        READY

60160          1              READY          RUNNING

60261          1              RUNNING        READY

60262          4              READY          RUNNING

60363          4              RUNNING        READY

60364          5              READY          RUNNING

60465          5              RUNNING        READY

60466          3              READY          RUNNING

60567          3              RUNNING        READY

60568          1              READY          RUNNING

60669          1              RUNNING        READY

60670          4              READY          RUNNING

60771          4              RUNNING        READY

60772          5              READY          RUNNING

60873          5              RUNNING        READY

60874          3              READY          RUNNING

60975          3              RUNNING        READY

60976          1              READY          RUNNING

61077          1              RUNNING        READY

61078          4              READY          RUNNING

61179          4              RUNNING        READY

61180          5              READY          RUNNING

61281          5              RUNNING        READY

61282          3              READY          RUNNING

61383          3              RUNNING        READY

61384          1              READY          RUNNING

61485          1              RUNNING        READY

61486          4              READY          RUNNING

61587          4              RUNNING        READY

61588          5              READY          RUNNING

61689          5              RUNNING        READY

61690          3              READY          RUNNING

61791          3              RUNNING        READY

61792          1              READY          RUNNING

61893          1              RUNNING        READY

61894          4              READY          RUNNING

61995          4              RUNNING        READY

61996          5              READY          RUNNING

62097          5              RUNNING        READY

62098          3              READY          RUNNING

62199          3              RUNNING        READY

62200          1              READY          RUNNING

62301          1              RUNNING        READY

62302          4              READY          RUNNING

62403          4              RUNNING        READY

62404          5              READY          RUNNING

62505          5              RUNNING        READY

62506          3              READY          RUNNING

62607          3              RUNNING        READY

62608          1              READY          RUNNING

62709          1              RUNNING        READY

62710          4              READY          RUNNING

62811          4              RUNNING        READY

62812          5              READY          RUNNING

62913          5              RUNNING        READY

62914          3              READY          RUNNING

63015          3              RUNNING        READY

63016          1              READY          RUNNING

63117          1              RUNNING        READY

63118          4              READY          RUNNING

63219          4              RUNNING        READY

63220          5              READY          RUNNING

63321          5              RUNNING        READY

63322          3              READY          RUNNING

63423          3              RUNNING        READY

63424          1              READY          RUNNING

63525          1              RUNNING        READY

63526          4              READY          RUNNING

63627          4              RUNNING        READY

63628          5              READY          RUNNING

63729          5              RUNNING        READY

63730          3              READY          RUNNING

63831          3              RUNNING        READY

63832          1              READY          RUNNING

63893          1              RUNNING        WAITING

63894          4              READY          RUNNING

63995          4              RUNNING        READY

63996          5              READY          RUNNING

64097          5              RUNNING        READY

64098          3              READY          RUNNING

64199          3              RUNNING        READY

64200          4              READY          RUNNING

64301          4              RUNNING        READY

64302          5              READY          RUNNING

64403          5              RUNNING        READY

64404          3              READY          RUNNING

64505          3              RUNNING        READY

64506          4              READY          RUNNING

64607          4              RUNNING        READY

64608          5              READY          RUNNING

64709          5              RUNNING        READY

64710          3              READY          RUNNING

64811          3              RUNNING        READY

64812          4              READY          RUNNING

64883          4              RUNNING        TERMINATED

64884          5              READY          RUNNING

64893          1              WAITING        READY

64985          5              RUNNING        READY

64986          3              READY          RUNNING

65087          3              RUNNING        READY

65088          1              READY          RUNNING

65189          1              RUNNING        READY

65190          5              READY          RUNNING

65291          5              RUNNING        READY

65292          3              READY          RUNNING

65393          3              RUNNING        READY

65394          1              READY          RUNNING

65495          1              RUNNING        READY

65496          5              READY          RUNNING

65597          5              RUNNING        READY

65598          3              READY          RUNNING

65699          3              RUNNING        READY

65700          1              READY          RUNNING

65801          1              RUNNING        READY

65802          5              READY          RUNNING

65903          5              RUNNING        READY

65904          3              READY          RUNNING

66005          3              RUNNING        READY

66006          1              READY          RUNNING

66107          1              RUNNING        READY

66108          5              READY          RUNNING

66209          5              RUNNING        READY

66210          3              READY          RUNNING

66311          3              RUNNING        READY

66312          1              READY          RUNNING

66413          1              RUNNING        READY

66414          5              READY          RUNNING

66515          5              RUNNING        READY

66516          3              READY          RUNNING

66617          3              RUNNING        READY

66618          1              READY          RUNNING

66719          1              RUNNING        READY

66720          5              READY          RUNNING

66821          5              RUNNING        READY

66822          3              READY          RUNNING

66883          3              RUNNING        TERMINATED

66884          1              READY          RUNNING

66985          1              RUNNING        READY

66986          5              READY          RUNNING

67087          5              RUNNING        READY

67088          1              READY          RUNNING

67189          1              RUNNING        READY

67190          5              READY          RUNNING

67291          5              RUNNING        READY

67292          1              READY          RUNNING

67393          1              RUNNING        READY

67394          5              READY          RUNNING

67495          5              RUNNING        READY

67496          1              READY          RUNNING

67597          1              RUNNING        READY

67598          5              READY          RUNNING

67699          5              RUNNING        READY

67700          1              READY          RUNNING

67801          1              RUNNING        READY

67802          5              READY          RUNNING

67903          5              RUNNING        READY

67904          1              READY          RUNNING

68005          1              RUNNING        READY

68006          5              READY          RUNNING

68107          5              RUNNING        READY

68108          1              READY          RUNNING

68209          1              RUNNING        READY

68210          5              READY          RUNNING

68311          5              RUNNING        READY

68312          1              READY          RUNNING

68413          1              RUNNING        READY

68414          5              READY          RUNNING

68515          5              RUNNING        READY

68516          1              READY          RUNNING

68617          1              RUNNING        READY

68618          5              READY          RUNNING

68719          5              RUNNING        READY

68720          1              READY          RUNNING

68821          1              RUNNING        READY

68822          5              READY          RUNNING

68923          5              RUNNING        READY

68924          1              READY          RUNNING

69025          1              RUNNING        READY

69026          5              READY          RUNNING

69127          5              RUNNING        READY

69128          1              READY          RUNNING

69229          1              RUNNING        READY

69230          5              READY          RUNNING

69331          5              RUNNING        READY

69332          1              READY          RUNNING

69433          1              RUNNING        READY

69434          5              READY          RUNNING

69535          5              RUNNING        READY

69536          1              READY          RUNNING

69617          1              RUNNING        TERMINATED

69618          5              READY          RUNNING

69679          5              RUNNING        WAITING

70679          5              WAITING        READY

70680          5              READY          RUNNING

70781          5              RUNNING        READY

70782          5              READY          RUNNING

70883          5              RUNNING        READY

70884          5              READY          RUNNING

70985          5              RUNNING        READY

70986          5              READY          RUNNING

71087          5              RUNNING        READY

71088          5              READY          RUNNING

71189          5              RUNNING        READY

71190          5              READY          RUNNING

71291          5              RUNNING        READY

71292          5              READY          RUNNING

71393          5              RUNNING        READY

71394          5              READY          RUNNING

71495          5              RUNNING        READY

71496          5              READY          RUNNING

71597          5              RUNNING        READY

71598          5              READY          RUNNING

71699          5              RUNNING        READY

71700          5              READY          RUNNING

71801          5              RUNNING        READY

71802          5              READY          RUNNING

71903          5              RUNNING        READY

71904          5              READY          RUNNING

72005          5              RUNNING        READY

72006          5              READY          RUNNING

72107          5              RUNNING        READY

72108          5              READY          RUNNING

72209          5              RUNNING        READY

72210          5              READY          RUNNING

72311          5              RUNNING        READY

72312          5              READY          RUNNING

72413          5              RUNNING        READY

72414          5              READY          RUNNING

72515          5              RUNNING        READY

72516          5              READY          RUNNING

72617          5              RUNNING        READY

72618          5              READY          RUNNING

72699          5              RUNNING        TERMINATED



NUMBER OF PROCESSES >>> 5

THROUGHPUT >>> 14540.00 ms/process

AVERAGE TURNAROUND TIME >>> 55819.80 ms/process

TOTAL WAIT TIME >>> 195099 ms

AVERAGE WAIT TIME >>> 39019.80 ms/process

AVERAGE CPU BURST TIME >>> 14000.00 ms/process

AVERAGE RESPONSE TIME >>> 4192.86 ms
